trait	nearest_gene_id	gene_relation	lead_snps	min_p_value	min_q_value_bh	max_minus_log10_p	min_distance_to_gene_bp
agri_aa_oil__Oil_C182_C183	Zm00001d034847	cis_window	1	8.639072e-05	0.3405115961788235	4.0635329064707255	7064
agri_aa_oil__Oil_C182_C183	Zm00001d042613	cis_window	1	8.689302e-05	0.3405115961788235	4.061015108444701	6942
agri_aa_oil__Oil_C182_C183	Zm00001d008491	cis_window	1	9.104077e-05	0.34130264059555554	4.040764077779662	33
agri_aa_oil__Oil_C182_C183	Zm00001d020206	cis_window	1	9.221811e-05	0.34130264059555554	4.03518378284294	7010
agri_aa_oil__Oil_C182_C183	Zm00001d005577	nearest	1	9.846255e-05	0.34219980225454544	4.006728920984671	93649
agri_aa_oil__Oil_C182_C183	Zm00001d018787	gene_body	1	0.000105686	0.34219980225454544	3.975982538950278	0
agri_aa_oil__Oil_C182_C183	Zm00001d017367	cis_window	1	0.0001063966	0.34219980225454544	3.9730722500938964	1524
agri_aa_oil__Oil_C182_C183	Zm00001d017186	gene_body	1	0.000106728	0.34219980225454544	3.9717216288394592	0
agri_aa_oil__Oil_C182_C183	Zm00001d038300	gene_body	1	0.0001078915	0.34219980225454544	3.9670127689269683	0
agri_aa_oil__Oil_C182_C183	Zm00001d048527	gene_body	1	0.0001124273	0.34219980225454544	3.949128219018273	0
agri_aa_oil__Oil_C182_C183	Zm00001d047573	gene_body	1	0.0001130073	0.34219980225454544	3.9468935012305875	0
agri_aa_oil__Oil_C182_C183	Zm00001d050484	nearest	1	0.000116341	0.3470365208358209	3.9342672075772294	241539
agri_aa_oil__Oil_C182_C183	Zm00001d044081	promoter	1	0.0001302782	0.35184972890810806	3.885128250532923	0
agri_aa_oil__Oil_C182_C183	Zm00001d029189	cis_window	1	0.000133565	0.35591688853333336	3.874307331518202	5053
agri_aa_oil__Oil_C182_C183	Zm00001d029856	gene_body	1	0.0001363351	0.3574502552585366	3.865392318971879	0
agri_aa_oil__Oil_C182_C183	Zm00001d028284	promoter	1	0.0001384607	0.3574502552585366	3.858673477105856	0
agri_aa_oil__Oil_C182_C183	Zm00001d023453	cis_window	1	0.0001402384	0.3574502552585366	3.853133051813969	3805
agri_aa_oil__Oil_C182_C183	Zm00001d030667	cis_window	1	0.0001431492	0.3574502552585366	3.8442110747227622	5837
agri_aa_oil__Oil_C182_C183	Zm00001d031792	promoter	1	0.0001433035	0.3574502552585366	3.8437432024001144	0
agri_aa_oil__Oil_C182_C183	Zm00001d025252	gene_body	1	0.00014489	0.3574502552585366	3.838961587577038	0
agri_aa_oil__Oil_C182_C183	Zm00001d042812	gene_body	1	0.0001466602	0.3574502552585366	3.833687727094144	0
agri_aa_oil__Oil_C182_C183	Zm00001d025644	gene_body	1	0.0001515603	0.3575962275576471	3.819414543749277	0
agri_aa_oil__Oil_C182_C183	Zm00001d038880	gene_body	1	0.0001520025	0.3575962275576471	3.8181492691126215	0
agri_aa_oil__Oil_C182_C183	Zm00001d006214	gene_body	1	0.0001625801	0.36321149079148934	3.788932613656416	0
agri_aa_oil__Oil_C182_C183	Zm00001d017502	gene_body	1	0.0001629767	0.36321149079148934	3.787874480164943	0
agri_aa_oil__Oil_C182_C183	Zm00001d005072	gene_body	1	0.0001633107	0.36321149079148934	3.786985359667982	0
agri_aa_oil__Oil_C182_C183	Zm00001d023677	nearest	1	0.0001666701	0.36321149079148934	3.7781423040094637	49452
agri_aa_oil__Oil_C182_C183	Zm00001d027533	gene_body	1	0.0001697571	0.36321149079148934	3.7701720525329514	0
agri_aa_oil__Oil_C182_C183	Zm00001d042956	cis_window	1	0.0001708324	0.36321149079148934	3.76742975772918	3229
agri_aa_oil__Oil_C182_C183	Zm00001d017361	gene_body	1	0.0001777301	0.367816012585567	3.7502390147557727	0
agri_aa_oil__Oil_C182_C183	Zm00001d035559	gene_body	1	0.0001781573	0.367816012585567	3.749196377720687	0
agri_aa_oil__Oil_C182_C183	Zm00001d042686	gene_body	1	0.0001785193	0.367816012585567	3.7483148247596585	0
agri_aa_oil__Oil_C182_C183	Zm00001d005029	gene_body	1	0.0001823768	0.37192956878367345	3.739030408731338	0
agri_aa_oil__Oil_C182_C183	Zm00001d003038	gene_body	1	0.0001905516	0.3846755613090909	3.719987400246557	0
agri_aa_oil__Oil_C182_C183	Zm00001d039078	cis_window	1	0.0001950334	0.38711671870099007	3.7098910081575998	641
agri_aa_oil__Oil_C182_C183	Zm00001d043445	gene_body	1	0.0001956348	0.38711671870099007	3.7085538893046452	0
agri_aa_oil__Oil_C182_C183	Zm00001d031689	gene_body	1	0.000199134	0.39001413312621364	3.7008545825052694	0
agri_aa_oil__Oil_C182_C183	Zm00001d012708	gene_body	1	0.000201002	0.39001413312621364	3.696799621262882	0
agri_aa_oil__Oil_C182_C183	Zm00001d037009	gene_body	1	0.0002107671	0.4033549826392523	3.6761971800039515	0
agri_aa_oil__Oil_C182_C183	Zm00001d029141	promoter	1	0.0002128537	0.4033549826392523	3.6719187961534323	0
agri_aa_oil__Oil_C182_C183	Zm00001d001899	gene_body	1	0.0002158551	0.4033549826392523	3.6658376858277655	0
agri_aa_oil__Oil_C182_C183	Zm00001d016926	gene_body	1	0.0002210925	0.40687711263119264	3.655425989505682	0
agri_aa_oil__Oil_C182_C183	Zm00001d037057	gene_body	1	0.0002219078	0.40687711263119264	3.6538274321644617	0
agri_aa_oil__Oil_C182_C183	Zm00001d050490	cis_window	1	0.0002280511	0.4142523198867257	3.6419678286070907	3803
agri_aa_oil__Oil_C182_C183	Zm00001d023480	gene_body	1	0.0002313836	0.4142523198867257	3.635667426204965	0
agri_aa_oil__Oil_C182_C183	Zm00001d042714	gene_body	1	0.0002335723	0.4142523198867257	3.631578662717403	0
agri_aa_oil__Oil_C182_C183	Zm00001d016987	nearest	1	0.0002342212	0.4142523198867257	3.630373798305814	24736
agri_aa_oil__Oil_C182_C183	Zm00001d014616	nearest	1	0.0002476008	0.41476802685	3.6062479564409977	14407
agri_aa_oil__Oil_C182_C183	Zm00001d009152	cis_window	1	0.0002496025	0.41476802685	3.6027510691067315	212
agri_aa_oil__Oil_C182_C183	Zm00001d043222	gene_body	1	0.0002511846	0.41476802685	3.6000069904923264	0
agri_aa_oil__Oil_C182_C183	Zm00001d047788	gene_body	1	0.0002530694	0.41476802685	3.5967603645792465	0
agri_aa_oil__Oil_C182_C183	Zm00001d051431	gene_body	1	0.0002560025	0.41476802685	3.591755793551809	0
agri_aa_oil__Oil_C182_C183	Zm00001d010899	gene_body	1	0.0002564213	0.41476802685	3.5910459023659658	0
agri_aa_oil__Oil_C182_C183	Zm00001d017363	gene_body	1	0.0002585336	0.41476802685	3.58748300635605	0
agri_aa_oil__Oil_C182_C183	Zm00001d028612	gene_body	1	0.0002598578	0.41476802685	3.585264242681345	0
agri_aa_oil__Oil_C182_C183	Zm00001d005442	gene_body	1	0.0002629475	0.41476802685	3.5801309539296877	0
agri_aa_oil__Oil_C182_C183	Zm00001d033673	nearest	1	0.0002640852	0.41476802685	3.5782559370681124	50260
agri_aa_oil__Oil_C182_C183	Zm00001d005023	cis_window	1	0.0002655575	0.41476802685	3.5758414285223132	244
agri_aa_oil__Oil_C182_C183	Zm00001d050021	gene_body	1	0.0002656385	0.41476802685	3.575708980788118	0
agri_aa_oil__Oil_C182_C183	Zm00001d047574	gene_body	1	0.0002679118	0.4150680674480621	3.572008157754134	0
agri_aa_oil__Oil_C182_C183	Zm00001d036892	gene_body	1	0.0002790013	0.418033835270073	3.554393773136757	0
agri_aa_oil__Oil_C182_C183	Zm00001d048518	gene_body	1	0.0002836726	0.418033835270073	3.5471826107796907	0
agri_aa_oil__Oil_C182_C183	Zm00001d028284	gene_body	1	0.0002845589	0.418033835270073	3.5458278266416934	0
agri_aa_oil__Oil_C182_C183	Zm00001d047685	promoter	1	0.0002919023	0.42042993946853147	3.5347624830408546	0
agri_aa_oil__Oil_C182_C183	Zm00001d004468	cis_window	1	0.0002947674	0.42042993946853147	3.5305205492491734	259
agri_aa_oil__Oil_C182_C183	Zm00001d051569	cis_window	1	0.0002948711	0.42042993946853147	3.5303677900984813	97
agri_aa_oil__Oil_C182_C183	Zm00001d046803	gene_body	1	0.0002982738	0.42042993946853147	3.5253848928503024	0
agri_aa_oil__Oil_C182_C183	Zm00001d035337	nearest	1	0.000300824	0.42042993946853147	3.521687518307211	101078
agri_aa_oil__Oil_C182_C183	Zm00001d012800	gene_body	1	0.0003061233	0.421935022377931	3.514103613635851	0
agri_aa_oil__Oil_C18_0	Zm00001d036982	cis_window	1	4.2493770000000007e-17	8.492464922040002e-12	16.371674737077928	10
agri_aa_oil__Oil_C18_0	Zm00001d009152	cis_window	1	2.629237e-13	1.31364568231e-08	12.580170264729276	212
agri_aa_oil__Oil_C18_0	Zm00001d009147	gene_body	1	4.007049e-12	1.33469459458e-07	11.397175346786293	0
agri_aa_oil__Oil_C18_0	Zm00001d053579	gene_body	1	5.069995e-08	0.0007237490291000001	7.294992468965181	0
agri_aa_oil__Oil_C18_0	Zm00001d021280	cis_window	1	1.069619e-07	0.0014251033092533333	6.970770891159434	1109
agri_aa_oil__Oil_C18_0	Zm00001d003941	gene_body	1	1.555223e-07	0.0019425901687250002	6.808207329643095	0
agri_aa_oil__Oil_C18_0	Zm00001d036933	cis_window	1	1.687495e-07	0.0019838191220000003	6.772757505297308	424
agri_aa_oil__Oil_C18_0	Zm00001d043206	gene_body	1	1.950026e-07	0.00202828096058	6.709959598082993	0
agri_aa_oil__Oil_C18_0	Zm00001d008993	gene_body	1	1.989054e-07	0.00202828096058	6.701353426235204	0
agri_aa_oil__Oil_C18_0	Zm00001d002269	promoter	1	2.166627e-07	0.0020619273295428573	6.664215849079335	0
agri_aa_oil__Oil_C18_0	Zm00001d001861	gene_body	1	2.996448e-07	0.002722027844072727	6.523393254596567	0
agri_aa_oil__Oil_C18_0	Zm00001d023841	gene_body	1	3.513092e-07	0.002872343291904	6.4543104768606465	0
agri_aa_oil__Oil_C18_0	Zm00001d005818	cis_window	1	3.593088e-07	0.002872343291904	6.444532146155663	2517
agri_aa_oil__Oil_C18_0	Zm00001d033462	cis_window	1	3.990013e-07	0.0030669695310615386	6.399025689321005	2456
agri_aa_oil__Oil_C18_0	Zm00001d018257	gene_body	1	4.630307e-07	0.0034273189428296294	6.334390213304756	0
agri_aa_oil__Oil_C18_0	Zm00001d018243	gene_body	1	5.554532e-07	0.003964586890228571	6.255352526890485	0
agri_aa_oil__Oil_C18_0	Zm00001d002349	gene_body	1	5.889762e-07	0.004058899018013793	6.229902254308832	0
agri_aa_oil__Oil_C18_0	Zm00001d019149	gene_body	1	1.109325e-06	0.007390027329999999	5.95494119954173	0
agri_aa_oil__Oil_C18_0	Zm00001d009125	gene_body	1	1.173615e-06	0.007566106612258065	5.9304743484016536	0
agri_aa_oil__Oil_C18_0	Zm00001d050310	promoter	1	1.723516e-06	0.0107640037385	5.76358468053021	0
agri_aa_oil__Oil_C18_0	Zm00001d006948	gene_body	1	2.170766e-06	0.012759762548	5.663386989252144	0
agri_aa_oil__Oil_C18_0	Zm00001d033265	nearest	1	2.828858e-06	0.01570424802822222	5.548388852247577	24830
agri_aa_oil__Oil_C18_0	Zm00001d021617	gene_body	1	4.207238e-06	0.022126971809894737	5.376002919605756	0
agri_aa_oil__Oil_C18_0	Zm00001d021659	gene_body	1	4.514701e-06	0.02313518010902564	5.345371006889786	0
agri_aa_oil__Oil_C18_0	Zm00001d017944	gene_body	1	4.677006e-06	0.023142003698731706	5.330032072946912	0
agri_aa_oil__Oil_C18_0	Zm00001d003124	nearest	1	4.747624e-06	0.023142003698731706	5.323523683397163	11116
agri_aa_oil__Oil_C18_0	Zm00001d005450	gene_body	1	5.590673e-06	0.026602551914190475	5.252535909002055	0
agri_aa_oil__Oil_C18_0	Zm00001d038915	gene_body	1	6.170755e-06	0.02867994716883721	5.209661696214086	0
agri_aa_oil__Oil_C18_0	Zm00001d046624	gene_body	1	7.861721e-06	0.035708651483909094	5.104482372664296	0
agri_aa_oil__Oil_C18_0	Zm00001d036956	gene_body	1	8.515191e-06	0.03781728781626666	5.069805606149328	0
agri_aa_oil__Oil_C18_0	Zm00001d013603	gene_body	1	1.006791e-05	0.04374112933304347	4.997060675392057	0
agri_aa_oil__Oil_C18_0	Zm00001d002338	gene_body	1	1.108261e-05	0.0470510764192	4.9553579494348154	0
agri_aa_oil__Oil_C18_0	Zm00001d036483	promoter	1	1.133853e-05	0.0470510764192	4.9454432465251745	0
agri_aa_oil__Oil_C18_0	Zm00001d012702	gene_body	1	1.161246e-05	0.0470510764192	4.935075768956037	0
agri_aa_oil__Oil_C18_0	Zm00001d031625	nearest	1	1.177148e-05	0.0470510764192	4.92916893091821	70476
agri_aa_oil__Oil_C18_0	Zm00001d030663	nearest	1	1.216614e-05	0.04767504728	4.914847190266846	26910
agri_aa_oil__Oil_C18_0	Zm00001d013296	gene_body	1	1.262988e-05	0.04854051495692307	4.8986007757776395	0
agri_aa_oil__Oil_C18_0	Zm00001d016696	gene_body	1	1.367451e-05	0.050608855046666665	4.864088226830642	0
agri_aa_oil__Oil_C18_0	Zm00001d051329	gene_body	1	1.432734e-05	0.05206086461236364	4.843834432809498	0
agri_aa_oil__Oil_C18_0	Zm00001d002341	promoter	1	1.478914e-05	0.05277927155857143	4.830057079830943	0
agri_aa_oil__Oil_C18_0	Zm00001d034298	nearest	1	1.505652e-05	0.05279080061473684	4.822275394632094	20667
agri_aa_oil__Oil_C18_0	Zm00001d043599	gene_body	1	1.539329e-05	0.05304103091517241	4.812668548710227	0
agri_aa_oil__Oil_C18_0	Zm00001d053548	gene_body	1	1.673083e-05	0.056608645247333333	4.776482513581617	0
agri_aa_oil__Oil_C18_0	Zm00001d005842	promoter	1	1.699517e-05	0.056608645247333333	4.769674486880118	0
agri_aa_oil__Oil_C18_0	Zm00001d044510	gene_body	1	1.836033e-05	0.0584933078975	4.736119517258357	0
agri_aa_oil__Oil_C18_0	Zm00001d053382	gene_body	1	1.841285e-05	0.0584933078975	4.7348789847997415	0
agri_aa_oil__Oil_C18_0	Zm00001d011785	promoter	1	1.866053e-05	0.0584933078975	4.72907602549806	0
agri_aa_oil__Oil_C18_0	Zm00001d054093	cis_window	1	1.873172e-05	0.0584933078975	4.7274223426347675	1400
agri_aa_oil__Oil_C18_0	Zm00001d034066	gene_body	1	2.333462e-05	0.07065864357939393	4.631999267127095	0
agri_aa_oil__Oil_C18_0	Zm00001d044288	gene_body	1	2.56874e-05	0.07528836129623188	4.590279851467261	0
agri_aa_oil__Oil_C18_0	Zm00001d028272	gene_body	1	2.59491e-05	0.07528836129623188	4.585877700313091	0
agri_aa_oil__Oil_C18_0	Zm00001d034072	gene_body	1	2.599372e-05	0.07528836129623188	4.585131563520786	0
agri_aa_oil__Oil_C18_0	Zm00001d044497	gene_body	1	2.663396e-05	0.07604071677028572	4.574564256832197	0
agri_aa_oil__Oil_C18_0	Zm00001d025690	gene_body	1	2.718319e-05	0.07651570264619718	4.5656995793141775	0
agri_aa_oil__Oil_C18_0	Zm00001d028797	gene_body	1	2.805583e-05	0.07787519079388888	4.551976878659403	0
agri_aa_oil__Oil_C18_0	Zm00001d019066	gene_body	1	2.892929e-05	0.07904381561135135	4.538662224937084	0
agri_aa_oil__Oil_C18_0	Zm00001d038857	gene_body	1	2.926787e-05	0.07904381561135135	4.533608882653542	0
agri_aa_oil__Oil_C18_0	Zm00001d052947	cis_window	1	3.053034e-05	0.08024512009090909	4.515268359170004	616
agri_aa_oil__Oil_C18_0	Zm00001d027934	gene_body	1	3.091725e-05	0.08024512009090909	4.509799142274375	0
agri_aa_oil__Oil_C18_0	Zm00001d044490	cis_window	1	3.149177e-05	0.08068837459025642	4.501802929086223	4677
agri_aa_oil__Oil_C18_0	Zm00001d032338	gene_body	1	3.302718e-05	0.08269858272950001	4.481128506621118	0
agri_aa_oil__Oil_C18_0	Zm00001d006212	gene_body	1	3.310393e-05	0.08269858272950001	4.480120445015879	0
agri_aa_oil__Oil_C18_0	Zm00001d032262	gene_body	1	3.352621e-05	0.08271950766567901	4.474615538999403	0
agri_aa_oil__Oil_C18_0	Zm00001d011825	gene_body	1	3.439902e-05	0.08383796274439025	4.463453929947506	0
agri_aa_oil__Oil_C18_0	Zm00001d021246	gene_body	1	3.593371e-05	0.08652317844481928	4.444497941455284	0
agri_aa_oil__Oil_C18_0	Zm00001d023853	nearest	1	3.687659e-05	0.08773643172238095	4.433249245228307	133675
agri_aa_oil__Oil_C18_0	Zm00001d045436	cis_window	1	3.869281e-05	0.090974534872	4.412369729229918	8255
agri_aa_oil__Oil_C18_0	Zm00001d013992	gene_body	1	4.019801e-05	0.09341456621534883	4.395795446104855	0
agri_aa_oil__Oil_C18_0	Zm00001d053639	gene_body	1	4.27894e-05	0.09829364561839081	4.368663803221981	0
agri_aa_oil__Oil_C18_0	Zm00001d020794	gene_body	1	4.470938e-05	0.10056853540764044	4.349601352597764	0
agri_aa_oil__Oil_C18_0	Zm00001d039363	gene_body	1	4.547046e-05	0.10097069302133335	4.342270652250771	0
agri_aa_oil__Oil_C18_0	Zm00001d003657	gene_body	1	4.783472e-05	0.10348590538583334	4.320256763831825	0
agri_aa_oil__Oil_C18_0	Zm00001d037540	cis_window	1	4.890271e-05	0.10348590538583334	4.3106670732805785	16
agri_aa_oil__Oil_C18_0	Zm00001d050310	gene_body	1	4.937838e-05	0.10348590538583334	4.306463162451913	0
agri_aa_oil__Oil_C18_0	Zm00001d041953	nearest	1	4.971002e-05	0.10348590538583334	4.303556062129802	71788
agri_aa_oil__Oil_C18_0	Zm00001d039312	gene_body	1	5.103403e-05	0.1051469377686598	4.292140135417405	0
agri_aa_oil__Oil_C18_0	Zm00001d009709	gene_body	1	5.185909e-05	0.10575655974163264	4.285175108304152	0
agri_aa_oil__Oil_C18_0	Zm00001d045978	nearest	1	5.383674e-05	0.1086806077018182	4.268921246014316	114685
agri_aa_oil__Oil_C18_0	Zm00001d013026	gene_body	1	5.593711e-05	0.11029657499333333	4.252299975280811	0
agri_aa_oil__Oil_C18_0	Zm00001d011377	gene_body	1	5.626203e-05	0.11029657499333333	4.249784602034075	0
agri_aa_oil__Oil_C18_0	Zm00001d053395	gene_body	1	5.629291e-05	0.11029657499333333	4.249546300384451	0
agri_aa_oil__Oil_C18_0	Zm00001d044649	gene_body	1	5.71921e-05	0.11097044241941746	4.24266395658031	0
agri_aa_oil__Oil_C18_0	Zm00001d011784	cis_window	1	5.93453e-05	0.11326966123542857	4.226613670389106	3391
agri_aa_oil__Oil_C18_0	Zm00001d046621	gene_body	1	5.951061e-05	0.11326966123542857	4.22540559807538	0
agri_aa_oil__Oil_C18_0	Zm00001d018730	gene_body	1	6.430115e-05	0.12073537470579439	4.191781259825575	0
agri_aa_oil__Oil_C18_0	Zm00001d017377	cis_window	1	6.464126e-05	0.12073537470579439	4.189490186798539	111
agri_aa_oil__Oil_C18_0	Zm00001d003724	nearest	1	6.86328e-05	0.12614407516581816	4.16346828291402	13804
agri_aa_oil__Oil_C18_0	Zm00001d005737	cis_window	1	6.933587e-05	0.12614407516581816	4.159042030715796	5291
agri_aa_oil__Oil_C18_0	Zm00001d044276	gene_body	1	6.943062e-05	0.12614407516581816	4.158448956572965	0
agri_aa_oil__Oil_C18_0	Zm00001d043706	gene_body	1	7.14692e-05	0.12867804106666667	4.145881079204696	0
agri_aa_oil__Oil_C18_0	Zm00001d051140	gene_body	1	7.395105e-05	0.1319577253982143	4.131055655257777	0
agri_aa_oil__Oil_C18_0	Zm00001d013847	cis_window	1	7.510173e-05	0.13282505260141592	4.124350058724193	3973
agri_aa_oil__Oil_C18_0	Zm00001d010175	gene_body	1	7.674178e-05	0.1340397284507826	4.1149681317051705	0
agri_aa_oil__Oil_C18_0	Zm00001d045468	gene_body	1	7.903554e-05	0.13528760964067796	4.102177575101092	0
agri_aa_oil__Oil_C18_0	Zm00001d050220	gene_body	1	7.968537e-05	0.13528760964067796	4.098621406477131	0
agri_aa_oil__Oil_C18_0	Zm00001d042724	gene_body	1	7.98788e-05	0.13528760964067796	4.097568468053875	0
agri_aa_oil__Oil_C18_0	Zm00001d034615	promoter	1	8.74045e-05	0.14678961457142856	4.058466207241356	0
